vacancy_id,source,source_file,idx_in_source,text_len,skills_count,grade,confidence,score_intern,score_junior,score_middle,score_senior,score_architect,config_hits,process_hits,tech_hits
424,telegram_jsonl,tg_vacancies.jsonl,215,3011,17,intern,0.8,0.8,0.57,0.7,0.77,0.2,4,5,2
425,telegram_jsonl,tg_vacancies.jsonl,216,3722,16,middle,1.2,0.5,0.49,1.2,0.69,0.15,3,3,4
426,telegram_jsonl,tg_vacancies.jsonl,217,1518,6,middle,0.8,0.2,0.16,0.8,0.16,0.1,2,1,2
427,telegram_jsonl,tg_vacancies.jsonl,218,6188,21,middle,1.2,0.5,0.74,1.2,0.69,0.15,3,5,4
428,telegram_jsonl,tg_vacancies.jsonl,219,1132,8,middle,1.1,0.2,0.41,1.1,0.16,0.1,2,1,3
429,telegram_jsonl,tg_vacancies.jsonl,220,524,4,intern,0.8,0.8,0.25,0.3,0.0,0.0,0,2,1
430,telegram_jsonl,tg_vacancies.jsonl,221,4249,21,middle,2.2,0.2,1.07,2.2,0.77,0.2,4,2,7
431,telegram_jsonl,tg_vacancies.jsonl,222,3873,26,middle,1.7,0.5,0.57,1.7,0.85,0.25,5,4,5
432,telegram_jsonl,tg_vacancies.jsonl,223,4804,23,middle,1.7,0.8,1.57,1.7,0.4,0.25,5,4,4
433,telegram_jsonl,tg_vacancies.jsonl,224,4364,18,intern,1.1,1.1,0.58,0.7,0.08,0.05,1,4,2
434,telegram_jsonl,tg_vacancies.jsonl,225,3132,10,middle,1.1,0.5,0.57,1.1,0.4,0.25,5,1,2
435,telegram_jsonl,tg_vacancies.jsonl,226,5884,22,middle,2.2,0.5,1.32,2.2,0.77,0.2,4,4,7
436,telegram_jsonl,tg_vacancies.jsonl,230,7013,25,junior,1.32,0.8,1.32,0.7,0.32,0.2,4,6,1
437,telegram_jsonl,tg_vacancies.jsonl,231,1083,13,middle,1.5,0.5,0.49,1.5,0.69,0.15,3,1,5
438,telegram_jsonl,tg_vacancies.jsonl,232,2454,9,middle,0.9,0.5,0.49,0.9,0.24,0.15,3,1,2
439,telegram_jsonl,tg_vacancies.jsonl,233,3938,21,middle,1.7,0.8,1.07,1.7,0.85,0.25,5,5,5
440,telegram_jsonl,tg_vacancies.jsonl,234,2015,10,intern,0.3,0.3,0.5,0.6,0.45,0.0,0,1,3
441,telegram_jsonl,tg_vacancies.jsonl,235,4080,20,middle,1.0,0.5,0.82,1.0,0.77,0.2,4,4,3
442,telegram_jsonl,tg_vacancies.jsonl,236,4359,18,middle,1.4,0.8,0.91,1.4,0.61,0.1,2,4,5
443,telegram_jsonl,tg_vacancies.jsonl,237,2076,8,middle,0.8,0.5,0.41,0.8,0.16,0.1,2,2,2
444,telegram_jsonl,tg_vacancies.jsonl,238,3815,13,intern,0.8,0.8,0.66,0.5,0.16,0.1,2,4,1
445,telegram_jsonl,tg_vacancies.jsonl,244,4431,28,middle,1.7,0.8,1.32,1.7,0.4,0.25,5,5,4
446,telegram_jsonl,tg_vacancies.jsonl,245,3461,15,middle,0.9,0.0,0.25,0.9,0.0,0.0,0,3,3
447,telegram_jsonl,tg_vacancies.jsonl,246,3577,14,middle,1.0,0.5,0.57,1.0,0.77,0.2,4,2,3
448,telegram_jsonl,tg_vacancies.jsonl,247,1095,8,middle,0.9,0.0,0.0,0.9,0.0,0.0,0,2,3
449,telegram_jsonl,tg_vacancies.jsonl,248,1566,10,intern,0.5,0.5,0.41,-0.2,-0.44,0.1,2,3,0
450,telegram_jsonl,tg_vacancies.jsonl,249,1786,8,intern,0.2,0.2,0.32,0.7,0.32,0.2,4,2,1
451,telegram_jsonl,tg_vacancies.jsonl,250,1665,13,intern,0.2,0.2,0.08,0.7,0.08,0.05,1,2,2
452,telegram_jsonl,tg_vacancies.jsonl,251,8293,23,middle,1.7,0.8,0.82,1.7,0.85,0.25,5,4,5
453,telegram_jsonl,tg_vacancies.jsonl,252,2409,16,middle,1.1,0.5,0.57,1.1,0.85,0.25,5,2,3
454,telegram_jsonl,tg_vacancies.jsonl,253,874,6,intern,0.7,0.7,0.08,0.4,0.08,0.05,1,3,1
455,telegram_jsonl,tg_vacancies.jsonl,254,1487,8,senior,0.9,0.6,0.5,0.6,0.9,0.0,0,1,4
456,telegram_jsonl,tg_vacancies.jsonl,255,1897,9,middle,0.9,0.5,0.74,0.9,0.69,0.15,3,3,3
457,telegram_jsonl,tg_vacancies.jsonl,256,1284,7,middle,1.0,0.5,0.33,1.0,0.53,0.05,1,1,4
458,telegram_jsonl,tg_vacancies.jsonl,257,4300,24,middle,2.0,0.8,1.57,2.0,0.4,0.25,5,5,5
459,telegram_jsonl,tg_vacancies.jsonl,258,6430,17,middle,0.9,0.5,0.74,0.9,0.24,0.15,3,6,2
460,telegram_jsonl,tg_vacancies.jsonl,259,2593,15,middle,1.2,0.5,0.49,1.2,1.14,0.15,3,5,5
461,telegram_jsonl,tg_vacancies.jsonl,260,1905,8,intern,0.2,0.2,0.33,0.7,0.08,0.05,1,2,2
462,telegram_jsonl,tg_vacancies.jsonl,261,1127,10,junior,1.08,0.5,1.08,0.4,0.08,0.05,1,1,1
463,telegram_jsonl,tg_vacancies.jsonl,262,678,4,intern,0.7,0.7,0.16,0.5,0.61,0.1,2,1,2
464,telegram_jsonl,tg_vacancies.jsonl,263,2601,9,intern,0.5,0.5,0.49,-0.1,-0.36,0.15,3,4,0
465,telegram_jsonl,tg_vacancies.jsonl,264,482,5,intern,1.0,1.0,0.33,-0.3,-0.52,0.05,1,3,0
466,telegram_jsonl,tg_vacancies.jsonl,265,3251,16,junior,0.99,0.8,0.99,0.6,0.24,0.15,3,6,1
